user_02
156266240933401,9.149673,-3.5982208,0.1776886
156266437344534,9.175522,-3.5929565,0.20736694
156266637143118,9.168335,-3.5948792,0.19300842
156266834927542,9.175034,-3.5843506,0.21740723
156267032834036,9.176956,-3.5944061,0.2150116
156267230648977,9.176956,-3.5963135,0.20974731
156267428433401,9.168335,-3.6015778,0.20114136
156267626339895,9.164505,-3.6020508,0.19395447
156267824185354,9.1783905,-3.5939178,0.21406555
156268022000295,9.177429,-3.5919952,0.21644592
156268219784719,9.170258,-3.5848236,0.20544434
156268417691213,9.166901,-3.5953522,0.20687866
156268615506155,9.169296,-3.5977478,0.20066833
156268813290579,9.172165,-3.5948792,0.20687866
156269010678274,9.175034,-3.5943909,0.2169342
156269206479055,9.183655,-3.5920105,0.21549988
156269404263479,9.166901,-3.6078033,0.20593262
156269602658254,9.167862,-3.5972595,0.20591736
156269802517874,9.161163,-3.6092377,0.20497131
156270000363333,9.171204,-3.5891266,0.20161438
156270198208792,9.1779175,-3.5814667,0.20976257
156270396054251,9.169296,-3.5948792,0.19970703
156270593869192,9.170258,-3.5891418,0.19778442
156270791653616,9.167389,-3.5939178,0.20353699
156270989560110,9.169769,-3.5886536,0.20927429
156271187375051,9.176468,-3.5867462,0.20783997
156271385159475,9.175034,-3.5972748,0.21070862
156271582547170,9.171692,-3.5905762,0.21406555
156271778866751,9.171692,-3.5915222,0.2102356
156271978726370,9.174088,-3.5881805,0.21263123
156272176571829,9.167862,-3.5967865,0.20591736
156272374447805,9.171204,-3.6015778,0.20783997
156272572384817,9.172653,-3.5958405,0.22076416
156272770047170,9.176468,-3.590088,0.22363281
156272967923147,9.164032,-3.5872192,0.22459412
156273165738088,9.178864,-3.5872192,0.21549988
156273363522512,9.151108,-3.602539,0.20066833
156273561398489,9.35881,-3.3091736,0.37294006
156273758694631,9.454041,1.7267609,-1.0254211
156273954312307,9.777069,0.31021118,-0.33102417
156274152310354,11.056274,3.5333405,1.6799011
156274350247366,3.0230865,7.1661224,2.144104
156274548184377,-0.70635986,7.151291,6.3660126
156274745816213,-1.4256439,7.740402,6.3741455
156274943692190,-1.3907166,8.359665,4.8666687
156275141568167,-1.2662811,8.799469,4.691025
156275339352590,-1.4495697,8.286453,4.88533
156275537198049,-1.3237152,10.296417,4.4268646
156275735348684,1.7764282,5.9242554,6.8417053
156275932858450,4.3908234,3.6118317,7.966324
156276130734426,3.567215,2.1770935,8.397522
156276328579885,1.0466156,3.2528992,9.318756
156276526394827,0.69392395,5.2260284,8.788025
156276724240286,0.81977844,6.542557,7.4973297
156276922055227,1.1767883,8.3367,5.7165985
156277119900686,1.6031952,8.396027,4.7628174
156277317807180,1.1892242,8.253418,5.68454
156277515683157,0.9183655,7.6265106,6.4229584
156277713437063,1.5443268,6.267868,7.112564
156277911221487,1.0523682,6.1223755,8.429108
156278109097463,5.5747986,0.42459106,8.023758
156278306942922,1.348114,3.6223602,9.808807
156278504818899,1.4715881,8.730072,3.0218048
156278702603323,4.010849,8.806641,-2.4309692
156278900448782,6.9344025,6.018524,-4.305496
156279098263723,7.9877167,4.8891144,-2.7295837
156279296109182,8.472031,4.6881104,-1.1426697
156279494330644,8.070038,3.5309448,-3.5426636
156279691870927,6.7578125,2.133545,-6.999344
156279889563798,6.4591827,2.6164093,-6.9897766
156280087867021,5.079483,8.041901,-3.9685974
156280285468339,3.3403778,9.7513275,0.7782898
156280483069657,3.850525,8.923889,3.5731049
156280680915116,4.277893,6.5583496,5.2322845
156280878760575,0.87576294,2.9413605,8.749268
156281076667069,0.65371704,-7.049637,7.0484467
156281274451493,0.16415405,-7.980438,6.1185913
156281472357987,-0.36801147,0.7969055,8.567886
156281670142411,-0.2182312,4.456009,8.476959
156281867987870,-0.16845703,6.4262695,7.4930267
156282065863847,-1.7415009,6.2664185,6.37941
156282263648271,-1.553421,1.5185852,9.63652
156282461493730,2.5584106,0.502594,9.635086
156282659339189,5.60495,2.9911346,8.068741
156282857245683,5.8983,4.6761627,5.5318756
156283055365800,6.044754,5.3289185,5.11409
user_02
