user_02
user_02
156406268581247,-0.25125122,9.694382,2.9308777
156406466487741,0.9154968,8.809998,3.2290192
156406664363717,-0.98249817,5.868744,7.723694
156406862270212,-1.3959808,-3.166565,9.647995
156407060024118,0.25268555,-7.202301,6.5646057
156407257869577,-0.18138123,-5.5694427,7.6394653
156407455745553,2.112854,-0.50382996,8.572678
156407653804635,2.1631165,5.092987,8.005096
156407851344919,3.5696106,-2.9306335,8.147217
156408049220895,5.309677,-6.5959473,4.1024017
156408247279977,2.5172424,-6.9295197,-5.8895416
156408444911813,0.119644165,-9.083527,-5.9450684
156408642787790,1.343811,-9.841583,-4.6400146
156408840633249,3.4164734,-6.5260773,3.8808289
156409038509225,2.7072296,-7.658371,3.959793
156409236280461,-2.1224365,-9.374985,3.2577362
156409434095402,-4.794739,-8.916992,-2.7649994
156409631940861,-1.0930481,-8.176651,-5.4574127
156409829786320,1.1064453,-10.405334,-3.4924164
156410027696607,4.2931976,-4.170105,3.9119263
156410226793286,2.4712982,5.627533,6.889557
156410423784253,8.656754,6.222397,3.947815
156410621049878,5.793976,1.0979309,6.3990326
156410819078443,6.180176,6.4176483,4.9805603
156411016893384,7.253601,3.5658875,3.840622
156411214982984,3.217392,9.993011,-1.0345154
156411412553784,2.9852905,9.98056,-3.0004578
156411610490796,4.36499,5.467224,2.2508392
156411808244702,0.84513855,0.8098297,9.535538
156412006151196,6.5654297,8.646805,-0.7593384
156412203966138,5.21492,4.875229,0.82614136
156412401872632,3.8806763,6.1841125,-0.5923157
156412599748609,5.0325775,6.2381897,-2.5386353
156412797594068,3.2169037,7.1034393,-1.7308197
156412995378491,4.602829,2.677185,-0.6521301
156413193223950,2.7388153,-3.4158936,-1.4795837
156413391053026,4.6669617,13.042892,-3.399582
156413588929002,5.3608856,-1.6892395,7.0197296
156413786774461,5.8097687,9.2660675,2.6954193
156413985016649,6.0059814,7.344635,2.6623993
